TS,IT,IH,OT,OH,HP
19,20.1556,32.2300,-11.2389,62.6300,26.4713
20,20.1722,32.4600,-11.3667,63.5900,26.5025
21,20.0667,32.4400,-11.5278,64.7400,26.5025
22,20.3111,31.8300,-11.7222,66.7400,27.5325
23,20.3611,31.3500,-11.8722,67.2000,28.0625
24,20.2944,31.7200,-12.0056,67.4600,28.0313
25,20.2389,31.7700,-12.1167,67.0300,28.0313
26,20.1611,31.7500,-12.1833,66.2500,26.5013
27,20.4333,31.0300,-12.2611,66.6600,29.4388
28,20.2500,30.7900,-12.3611,67.3800,29.4388
29,20.0444,31.0000,-12.4944,68.2700,29.4388
30,19.8833,31.1100,-12.5444,67.9200,28.9388
31,20.0889,30.6900,-12.5889,68.6100,32.8463
32,20.1833,30.2300,-12.6556,69.3300,32.8775
33,19.7944,30.6400,-12.7722,70.3800,32.8463
34,19.3000,31.0900,-12.8833,71.0100,33.5013
35,19.6889,31.5800,-12.9722,71.3200,36.0638
36,20.3111,31.1000,-13.0778,72.2600,37.7513
37,20.3000,30.3300,-13.2000,73.7200,37.7825
38,19.9556,30.5900,-13.1500,73.9400,37.9400
39,19.9611,30.7200,-12.9556,72.3300,31.9700
40,20.0222,30.7800,-12.7222,71.3400,30.2825
41,20.1000,30.7500,-11.8778,68.1200,30.2513
42,20.0778,30.4700,-10.5611,62.1000,31.8138
43,20.3389,30.1800,-10.2111,59.3600,28.6888
44,20.2444,30.3000,-10.3056,60.4500,28.6575
45,20.3889,30.1900,-9.6167,57.8300,28.6888
46,20.5444,30.3700,-9.7000,56.7600,28.5013
47,20.7389,30.6100,-8.7833,54.4500,28.3463
48,20.5444,30.6200,-8.0056,52.0200,28.3775
49,20.6667,30.6900,-8.3611,53.2000,28.3463
50,20.9333,30.9600,-7.8667,51.1500,28.6888
51,21.0278,30.7800,-7.1667,49.6900,29.0013
52,20.9333,30.9600,-6.7778,48.6400,29.0013
53,20.9444,30.9200,-6.5389,45.5300,29.0325
54,20.8944,31.2600,-5.5111,45.7100,29.0950
55,20.9556,31.9100,-5.0389,45.7600,28.9700
56,20.7000,31.7900,-5.4611,42.8400,28.9700
57,20.9111,31.3300,-5.2333,42.7200,28.9388
58,21.2389,31.5100,-4.5667,41.9200,29.2838
59,21.2056,31.7800,-4.7278,41.1500,29.4713
60,20.8722,31.9400,-4.1333,40.1900,29.4713
61,20.9111,31.9000,-3.9722,37.3900,29.5025
62,21.0778,32.1200,-3.3000,36.4900,29.2525
63,21.1889,32.1500,-3.2222,34.7700,33.4400
64,20.8278,32.3400,-2.9556,34.8800,33.4400
65,20.5500,32.3700,-3.7167,34.5800,33.4088
66,20.6833,31.8100,-3.4944,34.2700,33.2513
67,20.6722,31.9700,-3.2778,34.0900,33.2513
68,20.3167,31.2200,-3.2944,34.6800,33.2513
69,20.2167,30.9200,-3.1444,33.3100,33.2513
70,20.4222,30.8800,-2.9667,33.2000,33.2513
71,20.6444,31.0000,-3.0500,34.1900,40.2188
72,20.2389,31.3400,-3.0556,35.0000,42.0625
73,20.1611,31.4600,-3.1389,34.7300,42.0938
74,20.6722,32.2800,-3.3667,34.6500,41.2513
75,20.9500,32.3300,-3.4000,34.9900,40.6013
76,20.4722,32.7100,-3.5111,33.9500,47.6650
77,20.1500,32.7800,-3.5389,33.5900,47.6650
78,20.2722,32.6100,-3.6000,34.7100,48.2275
79,20.4222,32.5300,-3.6111,35.6500,48.5275
80,20.3111,32.4200,-3.6389,36.2700,52.8075
81,20.0722,32.2600,-3.6222,37.2200,52.8075
82,20.4333,32.1700,-3.6722,37.6400,52.9000
83,20.7500,31.9700,-3.5167,35.8300,52.6500
84,20.7111,32.0300,-3.4278,35.9400,57.1500
85,20.2111,32.0900,-3.3778,36.0700,57.1500
86,20.6000,32.1000,-3.4000,35.7600,57.0875
87,20.8500,32.3900,-3.3722,31.1300,57.5125
88,20.8000,32.7400,-3.3889,30.6500,57.6075
89,20.3611,32.7500,-3.4611,31.5200,57.6075
90,20.4833,33.5500,-3.5500,32.3300,57.7950
91,20.7167,35.0800,-3.6222,34.9100,57.9450
92,20.6778,34.8500,-3.6500,35.9500,58.1000
93,20.2444,34.5400,-3.7167,36.5600,58.0688
94,20.4722,34.3800,-3.7389,37.5100,58.0688
95,20.7278,34.2400,-3.8111,38.2200,58.0438
96,20.6556,34.1400,-3.8500,39.5100,44.9513
1,20.2833,33.9600,-3.9167,41.3200,44.9513
2,20.6056,33.7000,-4.0056,41.9200,45.2338
3,20.7944,33.4700,-4.1389,43.5600,45.1588
4,20.5222,33.3600,-4.3611,43.9000,42.2213
5,20.2722,33.1700,-4.8111,45.0600,42.2213
6,20.5556,32.8900,-5.3667,52.1600,40.9713
7,20.7000,32.6100,-5.8389,55.3800,33.3788
8,20.4111,32.5100,-6.0500,57.6300,31.4713
9,20.1722,32.3000,-6.0444,57.2700,31.5025
10,20.4778,32.1000,-5.9722,59.2900,31.6275
11,20.7167,31.9200,-6.0389,61.2500,31.5325
12,20.3889,31.9300,-6.5056,63.2200,31.5325
13,20.2667,31.9000,-7.0333,64.2500,31.5013
14,20.3778,31.8900,-7.5278,67.1500,31.0638
15,20.5611,31.7400,-8.0000,70.2700,26.9088
16,20.3556,31.6500,-8.3556,72.5100,26.8775
17,20.2000,31.4500,-8.6389,73.9200,26.9088
18,20.2778,31.3500,-8.9611,76.4700,27.1263
19,20.3444,31.2600,-9.2278,78.0200,27.1563
20,20.3833,31.1200,-9.4500,78.8300,27.1875
21,20.1889,30.9900,-9.6000,80.6000,27.1563
22,20.2000,30.9500,-9.7167,81.6000,28.0938
23,20.3167,30.7200,-9.7722,82.5000,28.6888
24,20.2278,30.6600,-9.9611,83.4000,28.6888
25,20.2000,30.3600,-10.1278,84.1000,28.6888
26,20.2222,30.3400,-10.1333,84.6000,28.2838
27,20.3944,30.1800,-10.1500,85.5000,32.2213
28,20.4778,30.1000,-10.2833,86.6000,32.1900
29,20.2722,29.9900,-10.1944,87.1000,32.2213
30,20.2333,29.9700,-10.1778,87.1000,32.2513
31,20.3500,29.8800,-10.2556,88.3000,36.5313
32,20.3667,29.8300,-10.3556,88.8000,36.5625
33,20.2111,29.7300,-10.3500,89.5000,36.5313
34,20.1389,29.9200,-10.2944,89.0000,36.6888
35,20.2056,30.7100,-10.0889,87.4000,39.6638
36,20.2556,30.8900,-10.0333,87.1000,41.5713
37,20.1000,30.6200,-9.9611,86.9000,41.5713
38,20.2333,30.2300,-9.5889,85.4000,42.0088
39,20.4333,30.3000,-8.8778,82.0000,35.3463
40,20.5111,30.3000,-7.8278,79.2100,33.4075
41,20.2778,30.5200,-6.4222,74.4200,33.4388
42,20.3611,30.5000,-5.4944,71.7100,33.7813
43,20.4778,30.4000,-5.1222,68.2700,29.5638
44,20.2556,30.2800,-5.1222,64.6500,29.5950
45,20.3167,29.9500,-5.3500,60.7800,29.5638
46,20.3944,29.9900,-4.8278,58.2800,29.5013
47,20.5944,30.1700,-4.2778,57.4600,29.4388
48,20.4167,30.1600,-4.1667,55.1000,29.4388
49,20.4000,30.0700,-3.9944,53.7000,29.4700
50,20.7444,30.0500,-3.8556,50.5200,29.3450
51,21.0500,29.9600,-3.2389,45.7200,29.3450
52,20.9000,30.0100,-3.0500,43.7500,29.3138
53,20.8667,30.0300,-2.8056,41.4400,29.3138
54,21.1444,30.3900,-2.2889,40.3000,29.7213
55,21.3278,31.0100,-2.3556,40.4500,29.8763
56,20.9056,31.4000,-1.9111,36.3700,29.8763
57,20.8667,31.5000,-2.6556,35.9200,29.8763
58,21.0889,31.6200,-2.2278,34.8600,29.7188
59,21.0889,31.6500,-2.7389,34.1400,29.6563
60,20.6444,31.7600,-3.0389,33.3500,29.6563
61,20.6167,31.7900,-2.5333,31.9200,29.6563
62,20.5833,31.8200,-3.2167,32.0400,29.2188
63,20.4333,31.7800,-3.3778,33.3300,33.4388
64,20.1278,31.4800,-3.5444,34.9800,33.4388
65,20.2222,30.6100,-3.8111,34.8600,33.4388
66,20.4944,29.4400,-4.1778,34.5600,33.3763
67,20.7333,29.4000,-4.5444,33.6900,33.1563
68,20.4722,29.9800,-4.6722,32.8600,33.1875
69,20.5222,30.2900,-4.4056,31.8100,33.1563
70,20.6389,30.5800,-4.5944,32.0600,32.8438
71,20.8389,30.6300,-4.8833,31.8300,39.2938
72,20.3667,30.6700,-5.0278,32.3900,41.1688
73,20.3833,30.5200,-5.2944,34.2800,41.1688
74,20.5444,31.4200,-5.6833,34.8400,41.0763
75,20.6778,32.3900,-6.0444,35.4700,40.8263
76,20.4222,31.8600,-6.7722,37.1700,47.8588
77,20.0889,31.5500,-7.3000,39.5800,47.8900
78,20.0889,31.2500,-7.6167,40.6500,47.6700
79,20.2056,31.0700,-7.9167,42.2700,47.5950
80,20.2222,31.0500,-8.1500,42.9500,51.6250
81,20.0389,30.9400,-8.3556,43.4900,51.5938
82,20.1667,30.7800,-8.5333,45.0400,50.1563
83,20.2556,30.7200,-8.6056,45.0200,48.5313
84,20.3111,30.7200,-8.6611,43.8000,51.3763
85,20.0500,30.6800,-8.8889,45.1800,51.4075
86,20.2278,30.4700,-8.9000,44.7700,51.3150
87,20.3611,30.6000,-9.0278,42.8300,51.1900
88,20.6556,30.4300,-9.2278,42.5000,51.2825
89,20.6389,29.7900,-9.4056,42.6400,51.2513
90,20.3222,30.3300,-9.5556,43.3800,51.3138
91,20.2889,31.0700,-9.7556,43.9300,51.3763
92,20.2833,31.5000,-9.9333,44.5500,51.6888
93,20.1611,31.3100,-10.0889,45.9800,51.6888
94,19.9944,31.2900,-10.0778,46.3300,52.2513
95,20.1889,30.9800,-10.1389,46.6600,52.7513
96,20.2889,30.3900,-10.2444,47.1800,40.9388
1,20.1167,30.6300,-10.3278,47.6700,40.9388
2,20.1167,30.6800,-10.3556,48.4100,40.6888
3,20.1111,30.5000,-10.4056,48.9300,40.3763
4,20.3944,29.6900,-10.4000,49.2300,37.7200
5,20.0944,29.4700,-10.5167,49.5600,37.7200
6,19.9167,29.8600,-10.5500,49.4700,36.5950
7,19.9611,29.8200,-10.6500,50.4500,29.8150
8,20.3444,29.2600,-10.9222,53.1900,28.0963
9,20.1722,28.5900,-11.1389,51.4300,28.0963
10,19.7667,29.0700,-11.4222,52.0600,29.9388
11,19.8000,29.2800,-11.7389,53.7400,31.3763
12,20.3222,28.9300,-12.0167,55.1700,31.3450
13,20.2389,28.1800,-12.2722,56.3000,31.3763
14,19.9722,28.2900,-12.5000,57.0600,31.0963
15,20.0278,28.6000,-12.6778,57.6900,26.7513
16,20.3444,28.5600,-12.8500,59.2200,26.7825
17,20.5556,27.9300,-13.1667,62.1200,26.7513
18,19.7333,28.4300,-13.7250,67.0800,26.5313
19,19.9667,28.0200,-13.9772,70.2700,26.5638
20,20.4111,27.2200,-14.1817,72.7000,26.5325
21,20.2611,26.8300,-14.4789,73.9700,26.5638
22,20.0722,26.8900,-14.6906,75.7100,26.0638
23,19.7333,27.2200,-14.9933,77.9300,25.5938
24,20.0167,27.1800,-15.1361,78.5700,25.6250
25,20.2167,26.7100,-15.3194,80.5000,25.5938
26,19.9833,27.0000,-15.4006,82.0000,25.5013
27,20.0500,27.0700,-15.5067,82.8000,29.4088
28,20.1389,27.0200,-15.6472,82.8000,29.4088
29,19.9222,26.8400,-15.7200,82.9000,29.4088
30,19.6889,26.8200,-16.0000,84.7000,28.7513
31,19.7444,26.4800,-16.1411,86.0000,32.2513
32,20.1167,26.4000,-16.2622,86.3000,32.2513
33,19.9667,26.1000,-16.4872,86.7000,32.2513
34,19.7333,26.4800,-16.5411,87.9000,32.4388
35,20.3000,26.4300,-16.5394,88.1000,34.1888
36,20.4222,26.5300,-16.5872,87.8000,35.8138
37,19.9611,27.0400,-16.7394,88.2000,35.8138
38,19.7722,27.1700,-16.6106,88.2000,35.7513
39,19.7667,26.8000,-16.4411,88.0000,30.1888
40,20.1500,26.9000,-16.1289,88.2000,28.5325
41,20.1667,26.6700,-14.4339,85.8000,28.5638
42,20.0500,26.9000,-12.2333,71.8400,28.8138
43,20.4000,26.4500,-10.9056,64.3200,28.8138
44,20.4500,26.7100,-11.1111,65.3700,28.8138
45,20.2611,26.8700,-10.5333,60.9400,28.8138
46,20.3833,26.9800,-10.4056,60.3400,33.5138
47,20.6056,27.0700,-10.1833,57.8800,28.1063
48,20.4667,27.2300,-9.0889,54.8500,28.1063
49,20.4556,27.1900,-8.9889,53.7900,28.1063
50,20.6556,27.0900,-7.8833,50.9100,28.5063
51,20.7500,27.0000,-7.7167,50.1300,28.2563
52,20.5556,27.0500,-7.5833,50.4800,28.2875
53,20.6167,27.0500,-6.9556,46.4200,28.2563
54,21.0278,27.4400,-6.6056,43.3800,29.1063
55,21.1444,28.0600,-6.2889,41.2000,29.2313
56,20.8944,28.3200,-5.7000,38.9800,29.2000
57,20.9611,28.3100,-4.8611,34.5800,29.2313
58,21.1889,28.4600,-4.5778,32.8600,29.4813
59,21.0222,28.2900,-5.3611,31.9400,29.1388
60,20.6056,28.4200,-5.1278,29.2700,29.1700
61,20.6278,28.5000,-4.7722,28.8900,29.2950
62,20.9222,28.6900,-4.3222,28.9800,29.5950
63,20.9056,28.7600,-4.2667,29.1800,33.7825
64,20.6389,28.8900,-4.0778,28.4300,33.7513
65,20.6667,28.8700,-3.7389,27.7500,33.9388
66,21.1611,28.9200,-3.4833,27.6000,34.0138
67,21.1556,29.0600,-3.9722,28.2900,33.9513
68,20.8278,29.2500,-3.8167,27.6700,33.9825
69,20.7500,29.2800,-3.9111,26.8600,34.1388
70,21.0833,29.4100,-3.5944,26.6200,33.8888
71,20.8944,29.4300,-3.5833,26.7800,41.9188
72,20.2722,29.5600,-3.6611,26.0700,41.8875
73,20.0500,29.4500,-3.7667,27.0400,41.9188
74,20.6722,30.6400,-3.9056,26.8600,40.9188
75,20.7111,30.7300,-4.1722,26.5700,42.8188
76,20.2222,30.2000,-4.6833,26.9600,47.4750
77,20.0444,29.9800,-5.0222,27.7300,47.7875
78,20.3944,30.0100,-5.5556,31.3500,47.7375
79,20.5333,30.0300,-6.2167,36.3600,47.6625
80,20.4056,30.0800,-7.0444,43.8800,51.6325
81,20.1333,30.1500,-7.6389,48.8500,51.8200
82,20.4278,30.1900,-8.1722,53.9000,51.9200
83,20.5167,30.1800,-8.5500,56.4600,51.8700
84,20.4889,30.2200,-9.0278,57.4200,55.8075
85,20.2111,30.2900,-9.3389,56.1700,55.9013
86,20.4167,30.2000,-8.9889,53.6700,56.1513
87,20.5444,30.0700,-9.0444,55.6600,56.3513
88,20.5833,29.9700,-8.8111,53.6500,56.2263
89,20.2889,29.9200,-8.5778,49.1100,56.4450
90,20.4222,30.3000,-8.9167,55.2700,56.7950
91,20.6778,31.3100,-9.4278,56.6100,56.9200
92,20.6389,31.2000,-9.4611,53.7100,56.8575
93,20.3167,30.9100,-9.7333,58.8200,57.0763
94,20.5556,30.7200,-9.7278,56.0300,57.3263
95,20.6167,30.3100,-9.0778,50.7900,57.0763
96,20.3167,30.1800,-8.2722,45.0800,44.7313
1,20.0000,30.0500,-7.9167,43.3800,45.0125
2,20.4500,29.7900,-7.6389,42.1500,44.7625
3,20.4111,29.6600,-7.3056,40.9600,41.5075
4,20.2389,29.6200,-7.2056,40.9500,41.5075
5,20.0000,29.4800,-6.9667,39.6800,41.2575
6,20.3333,29.2400,-6.7111,38.0600,40.4825
7,20.3222,29.0800,-6.7111,38.7600,31.6700
8,20.2333,28.9800,-6.5667,38.3700,31.6700
9,20.0778,28.8000,-6.5611,38.2200,31.8888
10,20.2556,28.7100,-6.6778,38.4900,32.2638
11,20.1778,28.5400,-6.6111,37.2200,32.1688
12,20.6167,28.3100,-6.7167,38.7500,32.1688
13,20.3056,28.3500,-6.8833,40.4300,31.9500
14,20.4000,28.3800,-6.8111,40.2800,31.4500
15,20.4611,28.2300,-5.7389,36.1300,27.2625
16,20.4278,28.1500,-5.3611,35.7200,27.2625
17,20.2611,28.0800,-5.6500,37.3900,27.2625
18,20.4000,27.9400,-5.6000,37.4800,27.5375
19,20.4167,27.7800,-5.1444,35.9400,27.6625
20,20.4556,27.6500,-4.6500,33.8100,27.6313
21,20.3389,27.5700,-4.4667,33.6100,27.7875
22,20.4889,27.4500,-4.5278,33.8500,29.2125
23,20.5500,27.5200,-4.5667,34.2800,29.6200
24,20.5222,27.5800,-4.3556,34.5900,29.6513
25,20.3667,27.5400,-4.0833,33.4900,29.6825
26,20.6722,27.5600,-3.8389,32.4200,28.8825
27,20.4444,27.6400,-3.6000,31.0900,32.9450
28,20.1333,27.5700,-3.4389,30.5300,32.9138
29,20.0833,27.4200,-3.3333,30.3100,32.7888
30,20.4000,27.1600,-3.2222,29.6600,32.6388
31,20.5500,27.1300,-3.1278,29.0300,36.7638
32,20.5722,27.0300,-3.0556,28.5900,36.7638
33,20.3944,27.1600,-3.1167,28.5500,36.6700
34,20.6389,27.1100,-3.2000,29.0900,36.7200
35,20.6167,27.9600,-3.1056,29.5300,40.9700
36,20.3056,28.4600,-3.0556,29.7100,41.0013
37,20.2500,28.2500,-3.0278,29.9600,41.0950
38,20.4667,28.2200,-2.9889,30.1200,41.0450
39,20.6056,28.2700,-2.9278,30.3300,32.4825
40,20.3000,28.4600,-2.7722,30.5200,32.4825
41,20.2611,28.6100,-2.6278,30.6700,32.6700
42,20.5444,28.7000,-2.5111,30.9000,33.0950
43,20.5056,28.7200,-2.3833,31.1900,28.9700
44,20.2889,28.7400,-2.3556,31.4500,28.9700
45,20.3111,28.6700,-2.4944,33.6400,28.9388
46,20.5944,28.6000,-2.5667,41.1400,28.8138
47,20.5222,28.5600,-2.9278,50.6800,28.7813
48,20.3722,28.5700,-2.9444,50.0200,28.7813
49,20.3722,28.5400,-2.8389,48.3400,28.6563
50,20.7389,28.5000,-2.6500,48.2200,28.6063
51,20.6333,28.5900,-2.6111,45.7700,28.6388
52,20.5000,28.6900,-2.2000,44.0800,28.6075
53,20.2778,28.6900,-1.8389,41.5500,28.7950
54,20.3889,28.6500,-1.5778,42.0700,29.3700
55,20.4389,28.9200,-1.4944,43.9600,29.4625
56,20.3556,28.7800,-1.2611,45.4500,29.4625
57,20.4111,28.7000,-1.1667,48.9300,29.4625
58,20.7167,28.6200,-1.1500,51.6300,29.3125
59,20.2889,28.6900,-1.0944,50.2900,29.3450
60,20.4778,28.6300,-0.9722,49.0500,29.3450
61,20.5111,28.9000,-0.6389,47.0500,29.3450
62,20.7444,29.2500,-0.2444,45.2300,29.5450
63,20.4333,29.3800,0.3111,43.1100,33.9200
64,20.2889,29.4800,0.7444,41.2100,33.9200
65,20.2944,29.5500,1.0444,39.9000,33.9200
66,20.9000,29.6100,1.4111,39.3300,33.9200
67,20.7722,29.6700,1.5611,38.8300,34.0450
68,20.2667,29.7700,1.6944,39.0400,34.0450
69,20.2722,29.9000,1.3444,40.4400,34.0450
70,20.9611,29.9900,1.1222,41.1500,34.3200
71,20.9000,30.0500,1.4333,39.3900,43.2875
72,20.4000,30.1300,1.7000,38.2400,43.3188
73,20.4667,30.2200,1.6278,38.4600,43.1313
74,20.9333,30.8900,1.5778,38.8600,42.0563
75,20.8500,31.5300,1.4722,40.6400,44.9063
76,20.1889,31.7200,1.0222,42.4100,48.5013
77,20.1278,31.4300,0.8667,44.0600,48.6263
78,20.7889,31.1900,0.9000,44.8800,48.7263
79,20.8556,31.2000,1.0167,44.7200,48.5263
80,20.5556,31.2200,0.8500,44.4100,52.8063
81,20.2167,31.2700,0.8333,44.6900,52.8063
82,20.8056,31.2200,0.8611,45.2100,53.4563
83,20.8833,31.1300,0.8444,45.9200,54.1313
84,20.7556,31.0900,0.8444,46.6900,58.8188
85,20.4111,31.1000,1.1000,46.7200,58.7250
86,20.6222,31.1000,0.9500,47.9600,58.3250
87,20.6944,30.9400,0.9278,48.9000,58.0750
88,20.6222,30.5600,0.7833,50.0000,57.7625
89,20.3333,30.4600,0.4389,51.9500,57.7313
90,20.4444,30.5400,0.5222,53.2000,57.8313
91,20.4611,31.6000,0.9000,52.4100,58.0813
92,20.3000,32.0200,0.5000,55.7000,58.3013
93,19.7833,31.9000,0.8111,54.2000,58.3638
94,20.6500,31.3300,0.8111,54.8300,58.8888
95,20.9056,31.4900,0.6056,56.8700,58.9388
96,20.7000,31.5600,0.1944,59.4900,46.4688
1,20.2389,31.6600,-0.0333,60.7300,46.5938
2,21.0056,31.6400,0.5222,57.8600,46.5938
3,21.0556,31.6300,0.8667,54.8900,43.3138
4,20.5056,31.6300,0.1222,57.2800,43.3138
5,20.1444,31.7400,-0.5000,55.8500,43.0638
6,20.4333,31.5000,0.1167,46.6400,41.7638
7,20.6722,31.1300,-0.0500,43.4000,32.2638
8,20.5333,30.9200,-0.1222,41.0200,32.2638
9,20.3278,30.8500,0.1722,36.0000,32.3888
10,20.7667,30.7800,-0.2333,37.4000,32.4638
11,20.6333,30.7000,-0.8556,37.8900,32.4313
12,20.3556,30.6400,-1.5722,40.9700,32.4313
13,20.3444,30.5600,-1.4222,38.8100,32.2750
14,20.7278,30.4600,-1.3611,38.1100,31.9750
15,20.6500,30.3800,-1.6889,40.7800,27.7250
16,20.4056,30.3200,-2.7111,45.8400,27.7250
17,20.2167,30.1800,-3.7222,51.8300,27.6938
18,20.5389,29.9200,-4.2667,54.5400,27.5688
19,20.4500,29.7200,-4.8778,58.5700,27.5063
20,20.3667,29.5700,-5.3056,61.7100,27.4750
21,20.3444,29.5100,-5.8278,64.3400,27.6000
22,20.5000,29.3900,-6.1167,66.2100,28.9000
23,20.4444,29.3300,-6.4444,68.3800,29.2125
24,20.3944,29.3100,-6.6889,70.7600,29.2125
25,20.3000,29.2800,-6.9278,72.7100,29.3688
26,20.5000,29.2100,-7.2278,74.6500,29.2938
27,20.4111,29.1400,-7.4389,75.8200,33.6063
28,20.5389,29.0800,-7.6944,77.5900,33.6063
29,20.3056,29.0300,-7.8778,77.9300,33.4500
30,20.5500,28.8800,-8.0389,78.2600,33.2500
31,20.4111,28.7800,-8.2111,78.9800,37.5625
32,20.2722,28.6600,-8.3444,79.3500,37.5938
33,20.2056,28.5700,-8.4556,79.7300,37.5313
34,20.3500,28.4100,-8.5500,79.9100,37.4063
35,20.4222,28.8200,-8.7278,81.4000,41.6563
36,20.4889,28.9100,-8.8111,82.4000,41.6250
37,20.2778,28.8600,-8.8333,82.2000,41.6875
38,20.4056,28.6900,-8.7778,82.6000,42.2875
39,20.6444,28.5700,-8.5278,83.0000,33.9125
40,20.5278,28.6000,-8.3111,82.4000,33.9125
41,20.3167,28.8700,-6.3833,76.8700,34.0688
42,20.6833,29.0300,-3.6667,67.3200,33.8688
43,20.6889,29.1800,-1.4556,59.0500,29.4313
44,20.4500,29.4300,-0.9500,51.6700,29.4625
45,20.4778,29.5200,0.3056,46.7100,29.4625
46,20.9111,29.5400,1.6722,44.1300,29.6875
47,20.8667,29.4600,2.8889,41.8800,29.7500
48,20.6556,29.5200,4.1056,38.3900,29.7500
49,20.6667,29.6200,5.1944,35.6400,29.6250
50,21.0389,29.6900,5.7000,34.5800,30.0750
51,21.0389,29.6700,6.3500,34.2600,30.1075
52,20.7333,29.8500,6.8500,33.7700,30.1075
53,20.8611,29.9400,7.7056,32.8600,30.3275
54,21.1667,30.5500,8.4833,33.1500,30.7025
55,21.1389,31.3900,9.3500,34.1600,30.8575
56,21.0500,31.0600,9.2833,35.8900,30.8263
57,21.1000,31.6900,9.4722,36.0900,30.7938
58,21.5111,31.5500,10.2389,34.8500,30.5688
59,21.1778,31.9800,10.6333,34.0900,30.4438
60,20.9222,31.7300,11.0778,33.5700,30.4438
61,20.8056,32.2800,11.2556,33.3600,30.4125
62,21.1278,32.1700,11.5944,33.0100,30.4375
63,21.0222,32.6200,12.0111,32.4200,35.0625
64,20.8056,32.5300,11.9833,32.9000,35.0938
65,20.7056,32.9200,11.6444,33.7700,35.0938
66,21.1444,32.8200,11.9722,33.3200,34.9438
67,21.1500,33.1500,11.6722,34.2300,34.7888
68,20.9000,33.1500,11.4333,34.8800,34.7888
69,20.7444,33.3800,11.2833,35.5300,34.7575
70,21.0833,33.1700,11.0944,36.3400,34.0325
71,20.8500,33.5800,10.5000,37.6500,42.4700
72,20.5667,32.8400,10.3500,38.3600,42.4700
73,20.6111,32.4700,10.2389,39.1600,42.2513
74,21.0056,33.7500,10.1833,39.8900,42.2013
75,20.8722,35.8400,10.0278,40.6500,45.6438
76,20.4444,34.4400,9.4778,41.8800,49.3313
77,20.3389,33.6800,8.9778,43.3900,49.5188
78,20.9056,34.2700,8.3722,45.2800,49.6688
79,20.9667,34.5400,8.2444,45.5400,50.1438
80,20.7889,34.4300,8.0500,46.1400,54.7388
81,20.4500,34.5100,8.2667,45.3000,54.8325
82,20.6556,34.4300,8.5333,44.3300,55.5075
83,20.8167,34.3100,8.1167,45.7100,56.2075
84,20.6889,34.2500,7.6056,47.5200,60.9575
85,20.4167,33.9600,7.2000,49.0600,60.7700
86,20.7333,34.0200,6.8556,50.4100,60.4700
87,20.8722,34.0400,6.6278,51.4400,60.0700
88,20.6944,34.0500,6.7833,51.0600,59.8200
89,20.4167,33.7900,6.0833,53.6500,59.8200
90,20.7389,33.8800,5.6778,55.4300,60.1200
91,20.7778,37.3100,5.3222,57.0400,60.4950
92,20.6111,36.8200,5.1444,58.0300,60.6500
93,20.4222,35.5000,3.8667,63.5000,60.6500
94,20.7333,34.7500,3.0278,67.2600,60.7250
95,20.7333,35.2600,3.1333,67.2400,60.0000
96,20.4556,34.6300,4.0333,64.3200,47.0625
1,20.0778,34.0000,3.9167,64.9300,47.1563
2,20.5167,34.0800,3.0056,68.8900,46.7563
3,20.7167,34.3000,2.5667,70.4600,43.5138
4,20.3000,34.3700,2.4611,70.9400,43.4825
5,20.3667,34.3100,2.2444,72.2400,43.2638
6,21.0889,34.2600,2.3500,71.7600,42.3388
7,21.1278,34.1900,2.3556,72.0300,32.7438
8,20.3833,34.3700,2.4222,72.1000,32.7438
9,20.2278,34.3600,2.6056,71.7300,32.9000
10,20.8778,34.1300,2.6667,71.3300,33.0250
11,20.7556,34.0800,2.6667,71.7500,33.1825
12,20.5222,34.0200,2.6500,72.1600,33.2138
13,20.5722,34.0300,2.6500,72.5600,33.0575
14,20.7556,34.2400,2.6889,72.7000,32.9325
15,20.6889,34.2600,2.7222,73.1000,28.5250
16,20.3444,33.8500,2.9500,72.6700,28.5250
17,20.3111,33.7800,3.1444,72.4900,28.5250
18,20.6333,33.7000,3.7167,70.3600,28.5750
19,20.6944,33.7000,5.5167,62.5400,28.5750
20,20.5833,33.5900,7.9667,51.9700,28.5750
21,20.5000,33.6800,8.7889,48.4100,28.7313
22,20.6389,33.6200,9.0056,47.4300,30.4313
23,20.6167,33.8500,8.6389,52.8500,30.8063
24,20.3778,33.6800,7.8556,56.8900,30.8063
25,20.3611,33.4700,8.0111,54.8500,30.9000
26,20.5944,33.4200,8.2611,53.3100,30.4000
27,20.4667,33.7400,8.1667,53.6500,34.9000
28,20.2722,33.7800,8.0778,54.7200,34.9000
29,20.1944,34.0000,8.0056,56.5200,34.7125
30,20.7278,33.8600,7.9944,57.8300,34.0875
31,20.8056,34.1500,7.6722,60.6100,38.4000
32,20.5944,34.2300,7.5778,60.7700,38.3688
33,20.3889,34.5700,7.4722,61.1900,38.3688
34,20.7556,34.8400,7.2833,61.6000,38.6188
35,20.9000,36.0300,7.0500,62.4400,43.3063
36,20.5778,35.9200,6.8833,62.8500,43.3063
37,20.4722,36.1200,6.9556,62.0000,43.3688
38,20.7556,35.8400,6.5500,64.7900,43.6688
39,20.9333,35.8100,7.0222,62.2100,34.6688
40,20.5278,35.3600,7.2167,60.1200,34.7000
41,20.3500,36.0400,6.8667,60.5500,34.8250
42,20.7111,35.7600,5.7889,61.9800,34.8750
